"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"I7198","No. 1;No1","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","UNC","",50.0504150390625,14.366726875305176,"F","Prague 5, Jinonice, Zahradnictví","","U5b2c","",-2200,-1700,"2200-1700 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","G2a2a1a2:L91:21645555G->C;G2a2a1a2:PF3233:8895958T->C;G2a2a1:PF3155:14006343T->C;G2a2a1:PF3170:18090604G->A;G2a2a:PF3147:7738069G->A;G2a2a:PF3150:8476569T->C;G2a2a:PF3151:9785736A->G;G2a2a:PF3159:14815695C->G;G2a2a:PF3175:18962113C->T;G2a2a:PF3181:21808944C->A;G2a2a:PF3184:22576860C->T;G2a2a:PF3185:22894488C->T;G2a2a:Z6178:7245721G->A;G2a2:CTS4367:15615340C->G;G2a:CTS11463:23122426G->A;G2a:CTS6753:17090976C->T;G2a:F2529:17571517A->G;G2a:F3088:20813445G->A;G2a:F4086:7727677C->T;G2a:L31:14028148C->A;G2a:M3397:21605685G->C;G2a:P15:23244026C->T;G2a:PF3141:23973594T->G;G2a:Z3240:10060449A->G;G2:CTS10089:19248446G->A;G2:CTS2406:14294068C->T;G2:CTS4136:15421357G->A;G2:CTS4413:15635425T->C;G2:CTS4703:15776024C->T;G2:CTS5666:16424034C->T;G2:CTS6316:16817402C->T;G2:CTS7662:17597715C->T;G2:F1239:8482393C->T;G2:F1294:8545324T->A;G2:F1393:8719593G->A;G2:F1647:9907842G->T;G2:F2319:16903051A->T;G2:F3198:21401188G->T;G2:F3220:21637589G->C;G2:F3344:22697266G->A;G2:F3536:23768744C->T;G2:L89:7978725C->T;G2:M3465:7571775G->T;G2:M3579:21147058A->G;G2:P287:22072097G->T;G2:PF2909:13205148A->G;G2:PF3119:23739606G->T;G:CTS10026:19215139A->T;G:CTS1010:7143549C->T;G:CTS10706:22714204G->T;G:CTS10721:22729194C->T;G:CTS10945:22848965A->G;G:CTS11228:23023554C->A;G:CTS1139:7231638A->G;G:CTS11529:23151673T->C;G:CTS11907:23343857C->G;G:CTS11911:23346582A->C;G:CTS12654:28658660G->T;G:CTS1283:7309873T->G;G:CTS13035:28783924C->A;G:CTS1612:13987230A->G;G:CTS175:2785630A->T;G:CTS2120:14188094G->T;G:CTS2125:14190447A->Ghet;G:CTS2136:14195292A->G;G:CTS2251:14235140C->T;G:CTS2271:14243137C->T;G:CTS2357:14273557C->T;G:CTS2517:14338503C->T;G:CTS34:2681740G->A;G:CTS373:6716150T->C;G:CTS4101:15397649A->G;G:CTS4238:15504804C->T;G:CTS4479:15667235G->A;G:CTS4523:15693336G->A;G:CTS4749:15797043A->G;G:CTS4761:15802681C->T;G:CTS5317:16203361G->C;G:CTS5504:16325291T->C;G:CTS5640:16408569G->A;G:CTS5757:16469840A->G;G:CTS6073:16651032G->A;G:CTS692:6955839A->G;G:CTS6957:17210745C->T;G:CTS7674:17610571G->A;G:CTS8023:17798903T->C;G:CTS827:7038432C->G;G:CTS8531:18070349G->C;G:CTS9011:18615020A->T;G:CTS9593:18979775T->A;G:CTS9710:19033112G->A;G:CTS9894:19124322A->T;G:CTS995:7132348G->C;G:F1383:8700380C->T;G:F1551:9448354A->G;G:L116:14989721C->G;G:L154:8614138T->G;G:L382:14469411C->A;G:L402:15204708T->G;G:L522:17533325A->C;G:M3248:7565637G->A;G:M3266:8422993T->A;G:M3450:6931141C->G;G:M3464:7537950C->T;G:M3468:7744050T->C;G:M3470:7830068T->C;G:M3472:7899682T->C;G:M3473:7927218C->T;G:M3474:7930724C->A;G:M3477:8121059G->A;G:M3479:8231862G->C;G:M3480:8327892T->A;G:M3482:8454233G->A;G:M3485:8563874C->T;G:M3486:8600158A->T;G:M3514:14199646A->T;G:M3580:21162869C->G;G:M3582:21334507G->T;G:M3585:21412501G->A;G:M3586:21447363A->G;G:M3595:21671839C->T;G:M3597:21865624G->A;G:M3599:21939157G->A;G:M3628:23793740C->A;G:P257:14432928G->A;G:PF3134:15275200C->G;G:S1435:13658486C->G;G:U12:14639427A->C;G:U21:15204710A->C",284.2229919433594,"bam","14582G","14582","MT-ND6","LHON synergistic combo 14258A + 14582G","Reported: individually neutral variants causing LHON in combination","+","-"
"I7200","G5;Grave 5","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","UNC","",50.0504150390625,14.366726875305176,"F","Prague 5, Jinonice, Zahradnictví","","R1b1","",-2200,-1700,"2200-1700 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","H2:L279:6932824G->T;H2:L285:21869856C->T;H2:P96:14869743C->A;H:M2713:6855809G->A;H:M2896:16919982C->T;H:M2920:17476211G->T;H:M2936:17800761T->C;H:M2942:17887908A->G;H:M2945:17941203G->A;H:M2955:18182848G->T;H:M2992:19535440A->T;H:M3058:22951796G->A;H:M3062:23033176G->A;H:M3070:23153863T->A;H:Z13965:24523481C->G;H:Z4309:19563853G->C",276.92999267578125,"bam","","","","","","",""
"I7202","1238 (Companion)","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","UNC","",50.0504150390625,14.366726875305176,"M","Prague 5, Jinonice, Zahradnictví","","U5a1a2b","R1b1a1a2a1a2",-2200,-1700,"2200-1700 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",111.5999984741211,"bam","310C;5460A;12705T","310;5460;12705","MT-CR;MT-ND2;MT-CO1","Possible protective factor for normal tension glaucoma;AD / PD / LHON;Possible protective factor for normal tension glaucoma","Reported;Conflicting reports;Reported","<NA>;+;<NA>","<NA>;+;<NA>"
"SCY010","13385","Ukraine","Europe","Pontic steppe","Scythian","Iron Age","SCU","",47.37555694580078,33.375,"F","Starosillya","","N1b1a","",-700,-700,"700 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","13967T;310C;10398G;5913A;11467G;15257A;16093C;12372A;9055A;12308G","13967;310;10398;5913;11467;15257;16093;12372;9055;12308","MT-ND5;MT-CR;MT-ND3;MT-CO1;MT-ND4;MT-CYB;MT-CR;MT-ND5;MT-ATP6;MT-TL2","Possible LHON factor;Possible protective factor for normal tension glaucoma;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Prostate Cancer / hypertension;Altered brain pH / sCJD patients;LHON;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Conflicting reports;Reported;Reported;Reported;Reported","+;<NA>;+;+;+;+;-;+;+;+","-;<NA>;-;-;-;-;+;-;-;+"
"I5035","Burial 5;Cist 1;GENSCOT14","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",50.16666793823242,14.316666603088379,"F","Velké Přílepy","","T2b","",-2300,-1900,"2300-1900 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0","",283.4289855957031,"bam","499A;195C;12308G;15693C;961C;11467G;310C;12372A","499;195;12308;15693;961;11467;310;12372","MT-CR;MT-CR;MT-TL2;MT-CYB;MT-RNR1;MT-ND4;MT-CR;MT-ND5","Endometriosis;BD-associated / melanoma pts;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possibly LVNC cardiomyopathy-associated;DEAF / possibly LVNC-associated;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Unclear;Reported;Reported;Reported","+;+;+;+;+;+;<NA>;+","-;+;+;-;-;-;<NA>;-"
"SCY012","Burial 10;Cist 2;GENSCOT15","Ukraine","Europe","Pontic steppe","Scythian","Iron Age","SCU","",48.53329849243164,28.75,"U","Vapnyarka","","U5b2a1a2","",-400,-300,"400-300 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","16192T;310C;16270T;12372A;12308G;11467G","16192;310;16270;12372;12308;11467","MT-CR;MT-CR;MT-CR;MT-ND5;MT-TL2;MT-ND4","Melanoma patients;Possible protective factor for normal tension glaucoma;Melanoma patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported;Reported","nr;<NA>;nr;+;+;+","nr;<NA>;nr;-;+;-"
"I6537","GENSCOT17","Poland","Europe","central Europe","Poland_BA","Bronze Age","EBAPl","",50.11000061035156,18.209999084472656,"M","Racibórz-Stara Wieś","","I1a1","R1b1a1a2a1a",-2290,-2041,"2290-2041 calBCE (3765±35 BP, Poz-54136)","3765±35","Poz-54136","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",375.2829895019531,"bam","12372A;12308G;3316A;9055A;16093C;11467G;10398G;310C","12372;12308;3316;9055;16093;11467;10398;310","MT-ND5;MT-TL2;MT-ND1;MT-ATP6;MT-CR;MT-ND4;MT-ND3;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Diabetes / LHON / PEO;PD protective factor;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma","Reported;Reported;Unclear;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","+;+;+;+;-;+;+;<NA>","-;+;-;-;+;-;-;<NA>"
"N17","GENSCOT21","Poland","Europe","central Europe","Poland_EBA","Bronze Age","BAPl","",52.65999984741211,18.8799991607666,"M","Gustorzyn","Gustorzyn.Poland","J1c1b1a","R1a1",-2016,-1775,"2016-1775 cal BC","","","Fernandes et al. 2018","https://doi.org/10.1038/s41598-018-33067-w","https://www.ebi.ac.uk/ena/browser/view/PRJNA318237?show=reads","1","0","",65.0,"bam","","","","","","",""
"SCY192","NFC07151","Moldova","Europe","Pontic steppe","Scythian","Iron Age","SCU","",46.66999816894531,29.809999465942383,"F","Glinoe","","H8c","",-400,-200,"400-200 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","16270T;310C;11467G;12308G;12372A","16270;310;11467;12308;12372","MT-CR;MT-CR;MT-ND4;MT-TL2;MT-ND5","Melanoma patients;Possible protective factor for normal tension glaucoma;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported","nr;<NA>;+;+;+","nr;<NA>;-;+;-"
"SCY193","5289","Moldova","Europe","Pontic steppe","Scythian","Iron Age","SCU","",46.66999816894531,29.809999465942383,"M","Glinoe","","U5a2a1","",-400,-200,"400-200 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","310C;4216C;185A;3394C;489C;11251G;295T;3010A;10398G;13708A;462T","310;4216;185;3394;489;11251;295;3010;10398;13708;462","MT-CR;MT-ND1;MT-CR;MT-ND1;MT-CR;MT-ND4;MT-CR;MT-RNR2;MT-ND3;MT-ND5;MT-CR","Possible protective factor for normal tension glaucoma;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;LHON / Diabetes / CPTdeficiency / high altitude adaptation;Low VO2max response;Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response","Reported;Conflicting reports;Reported;Reported / Population-dependent;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Conflicting reports;Reported","<NA>;+;+;+;+;nr;+;+;+;+;+","<NA>;-;-;-;-;nr;-;-;-;+;-"
"SCY196","5292","Moldova","Europe","Pontic steppe","Scythian","Iron Age","SCU","",46.66999816894531,29.809999465942383,"U","Glinoe","","W3a","",-400,-200,"400-200 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","11467G;12308G;12372A;310C;16270T","11467;12308;12372;310;16270","MT-ND4;MT-TL2;MT-ND5;MT-CR;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;+;+;<NA>;nr","-;+;-;<NA>;nr"
"SCY197","12134","Moldova","Europe","Pontic steppe","Scythian","Iron Age","SCU","",46.66999816894531,29.809999465942383,"M","Glinoe","","U5a1a1","",-400,-200,"400-200 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"RISE175","5108","Sweden","Europe","Scandinavia","Nordic_BA","Bronze Age","BASC","",55.400001525878906,13.600000381469727,"M","Abekås","Site I","T1a1","I",-1395,-1132,"1395-1132 calBCE (3025±30 BP, OxA-28998)","3025±30","OxA-28998","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","12308G;150T;12372A;11467G;16189C;16192T;310C;16270T","12308;150;12372;11467;16189;16192;310;16270","MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-CR;MT-CR;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Melanoma patients;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;+;nr;<NA>;nr","+;+;-;-;-;nr;<NA>;nr"
"RISE210","EXEKA09_126005","Sweden","Europe","Scandinavia","Nordic_BA","Bronze Age","BASC","",56.0,14.100000381469727,"M","Ängamöllan","","T2a1a","I",-1432,-1292,"1432-1292 calBCE (3105±28 BP, OxA-29654)","3105±28","OxA-29654","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","16270T;12372A;12308G;310C","16270;12372;12308;310","MT-CR;MT-ND5;MT-TL2;MT-CR","Melanoma patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Reported","nr;+;+;<NA>","nr;-;+;<NA>"
"RISE47","EXEKA09_136128","Denmark","Europe","Scandinavia","Nordic_BA","Bronze Age","BASC","",56.970001220703125,9.550000190734863,"M","Sebber skole","","I","R1b1a1a2",-1499,-1324,"1499-1324 calBCE (3153±26 BP, OxA-28258)","3153±26","OxA-28258","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","150T;12372A;16270T;13637G;12308G;12634G;11467G","150;12372;16270;13637;12308;12634;11467","MT-CR;MT-ND5;MT-CR;MT-ND5;MT-TL2;MT-ND5;MT-ND4","Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Melanoma patients;Possible LHON factor;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Thyroid Cancer Cell Line;Altered brain pH / sCJD patients","Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported","+;+;nr;+;+;+;+","+;-;nr;-;+;+;-"
"RISE276","62412_40173","Denmark","Europe","Scandinavia","Nordic_LBA","Bronze Age","BASC","",55.90999984741211,11.569999694824219,"M","Trundholm","Mose II","T2b","R1b1a1a2",-794,-547,"794-547 calBCE (2525±25 BP, OxA-30485)","2525±25","OxA-30485","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"Bul6","MOA 1956.46 Box 136","Bulgaria","Europe","Balkans","Bulgaria_Beli_Breyag_EBA","Bronze Age","BABA","",42.43000030517578,25.899999618530273,"M","Beli Breyag","","","I2a2",-3400,-1600,"3400-1600 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0","",0.0,"<NA>","12372A;9055A;146C;11467G;310C;12308G","12372;9055;146;11467;310;12308","MT-ND5;MT-ATP6;MT-CR;MT-ND4;MT-CR;MT-TL2","Altered brain pH / sCJD patients;PD protective factor;Absence of Endometriosis;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;<NA>;+","-;-;-;-;<NA>;+"
"Bul8","MOA 1973.4H Box 167D","Bulgaria","Europe","Balkans","Bulgaria_Beli_Breyag_EBA","Bronze Age","BABA","",42.43000030517578,25.899999618530273,"M","Beli Breyag","","","I",-3400,-1600,"3400-1600 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0","",0.0,"<NA>","11467G;12308G;12372A;988A","11467;12308;12372;988","MT-ND4;MT-TL2;MT-ND5;MT-RNR1","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Possible DEAF risk factor","Reported;Reported;Reported;Reported","+;+;+;nr","-;+;-;nr"
"I2510","find 9;TWCMS Sk2008-1953","Bulgaria","Europe","Balkans","Bulgaria_BA","Bronze Age","BABA","",43.15999984741211,25.8799991607666,"M","Dzhulyunitsa","","H4a1","G2a2a1a2",-2906,-2710,"2906-2710 calBCE (4235±25 BP, PSUAMS-1815)","4235±25","PSUAMS-1815","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0","",0.0,"bam","16270T;11467G;12308G;150T;12372A;12634G;13637G;310C","16270;11467;12308;150;12372;12634;13637;310","MT-CR;MT-ND4;MT-TL2;MT-CR;MT-ND5;MT-ND5;MT-ND5;MT-CR","Melanoma patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Thyroid Cancer Cell Line;Possible LHON factor;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported;Reported","nr;+;+;+;+;+;+;<NA>","nr;-;+;+;-;+;-;<NA>"
"RISE486","MOA 1964.2 Box 102A","Italy","Europe","southern Europe","Remedello_BA","Bronze Age","BAIt","",45.2599983215332,10.380000114440918,"M","Remedello di Sotto","","J1c1b","I",-2134,-1773,"2134-1773 calBCE (3595±55 BP, ETH-12913)","3595±55","ETH-12913","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","3010A;310C","3010;310","MT-RNR2;MT-CR","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Possible protective factor for normal tension glaucoma","Reported;Reported","+;<NA>","-;<NA>"
"RISE487","25217;Amber boy","Italy","Europe","southern Europe","Remedello_BA","Bronze Age","BAIt","",45.2599983215332,10.380000114440918,"M","Remedello di Sotto","","H2a","I",-3483,-3107,"3483-3107 calBCE (4557±28 BP, OxA-X-2621)","4557±28","OxA-X-2621","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","310C;4917G;16093C;11251G;4216C;15928A;150T","310;4917;16093;11251;4216;15928;150","MT-CR;MT-ND2;MT-CR;MT-ND4;MT-ND1;MT-TT;MT-CR","Possible protective factor for normal tension glaucoma;LHON / Insulin Resistance / AMD / NRTI-PN;Cyclic Vomiting Syndrome;Reduced risk of PD;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;Longevity / Cervical Carcinoma / HPV infection risk","Reported;Reported;Reported;Reported;Conflicting reports;Reported;Conflicting reports","<NA>;+;-;nr;+;+;+","<NA>;-;+;nr;-;-;+"
"RISE489","GENSCOT22","Italy","Europe","southern Europe","Remedello_BA","Bronze Age","BAIt","",45.2599983215332,10.380000114440918,"M","Remedello di Sotto","","X2c1","I",-2908,-2578,"2908-2578 calBCE (4185±70 BP, ETH-12188)","4185±70","ETH-12188","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"RISE555","GENSCOT23","Russia","Europe","Pontic steppe","Russia_EBA","Bronze Age","BARu","",48.720001220703125,44.5,"M","Stalingrad Quarry","","N1a1a-T152C","R1b1a1a2a2c",-2857,-2497,"2857-2497 calBCE (4082±28 BP, AAR-20358)","4082±28","AAR-20358","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"<NA>","11467G;12308G;150T;228A;12372A;16192T;5460A;310C;16270T","11467;12308;150;228;12372;16192;5460;310;16270","MT-ND4;MT-TL2;MT-CR;MT-CR;MT-ND5;MT-CR;MT-ND2;MT-CR;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Low VO2max response;Altered brain pH / sCJD patients;Melanoma patients;AD / PD / LHON;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Reported;Conflicting reports;Reported;Reported;Reported;Conflicting reports;Reported;Reported","+;+;+;+;+;nr;+;<NA>;nr","-;+;+;-;-;nr;+;<NA>;nr"
